Line id,Time,Level,Content,Event Id,Event Templte
219,Sun Mar 02 08:18:10 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
220,Sun Mar 02 08:18:15 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
221,Sun Mar 02 08:18:20 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
222,Sun Mar 02 08:18:25 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
223,Sun Mar 02 08:18:30 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
224,Sun Mar 02 08:18:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
225,Sun Mar 02 08:18:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
226,Sun Mar 02 08:18:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
227,Sun Mar 02 08:18:50 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
228,Sun Mar 02 08:18:55 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
229,Sun Mar 02 08:19:00 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
230,Sun Mar 02 08:19:05 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
231,Sun Mar 02 08:19:10 2025,notice,jk2_init() Found child 1041 in scoreboard slot 9,E1,dhsfvsdfychzsd
232,Sun Mar 02 08:19:15 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
233,Sun Mar 02 08:19:20 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
234,Sun Mar 02 08:19:25 2025,error,[client 172.16.0.199] Directory index forbidden by rule: /var/www/html/,E4,dhsfvsdfychzsd
235,Sun Mar 02 08:19:30 2025,notice,jk2_init() Found child 1042 in scoreboard slot 10,E1,dhsfvsdfychzsd
236,Sun Mar 02 08:19:35 2025,notice,jk2_init() Found child 1043 in scoreboard slot 9,E1,dhsfvsdfychzsd
237,Sun Mar 02 08:19:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
238,Sun Mar 02 08:19:45 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
239,Sun Mar 02 08:19:50 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
240,Sun Mar 02 08:19:55 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
241,Sun Mar 02 08:20:00 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
242,Sun Mar 02 08:20:05 2025,error,[client 172.16.0.183] Unauthorized access attempt detected: /var/www/html/private/,E4,dhsfvsdfychzsd
243,Sun Mar 02 08:20:10 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
244,Sun Mar 02 08:20:15 2025,error,[client 172.16.0.54] Directory index forbidden by rule: /var/www/html/,E4,dhsfvsdfychzsd
245,Sun Mar 02 08:20:20 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
246,Sun Mar 02 08:20:25 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
247,Sun Mar 02 08:20:30 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
248,Sun Mar 02 08:20:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
249,Sun Mar 02 08:20:40 2025,notice,jk2_init() Found child 1044 in scoreboard slot 9,E1,dhsfvsdfychzsd
250,Sun Mar 02 08:20:45 2025,error,[client 172.16.0.106] Directory index forbidden by rule: /var/www/html/private/,E4,dhsfvsdfychzsd
251,Sun Mar 02 08:20:50 2025,notice,jk2_init() Found child 1045 in scoreboard slot 7,E1,dhsfvsdfychzsd
252,Sun Mar 02 08:20:55 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
253,Sun Mar 02 08:21:00 2025,error,[client 198.51.100.216] Directory index forbidden by rule: /var/www/html/,E4,dhsfvsdfychzsd
254,Sun Mar 02 08:21:05 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
255,Sun Mar 02 08:21:10 2025,notice,jk2_init() Found child 1046 in scoreboard slot 7,E1,dhsfvsdfychzsd
256,Sun Mar 02 08:21:15 2025,notice,jk2_init() Found child 1047 in scoreboard slot 8,E1,dhsfvsdfychzsd
257,Sun Mar 02 08:21:20 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
258,Sun Mar 02 08:21:25 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
259,Sun Mar 02 08:21:30 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
260,Sun Mar 02 08:21:35 2025,error,[client 198.51.100.123] Directory index forbidden by rule: /var/www/html/,E4,dhsfvsdfychzsd
261,Sun Mar 02 08:21:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
262,Sun Mar 02 08:21:45 2025,notice,jk2_init() Found child 1048 in scoreboard slot 9,E1,dhsfvsdfychzsd
263,Sun Mar 02 08:21:50 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
264,Sun Mar 02 08:21:55 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
265,Sun Mar 02 08:22:00 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
266,Sun Mar 02 08:22:05 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
267,Sun Mar 02 08:22:10 2025,notice,jk2_init() Found child 1049 in scoreboard slot 6,E1,dhsfvsdfychzsd
268,Sun Mar 02 08:22:15 2025,notice,jk2_init() Found child 1050 in scoreboard slot 10,E1,dhsfvsdfychzsd
269,Sun Mar 02 08:22:20 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
270,Sun Mar 02 08:22:25 2025,notice,jk2_init() Found child 1051 in scoreboard slot 8,E1,dhsfvsdfychzsd
271,Sun Mar 02 08:22:30 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
272,Sun Mar 02 08:22:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
273,Sun Mar 02 08:22:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
274,Sun Mar 02 08:22:45 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
275,Sun Mar 02 08:22:50 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
276,Sun Mar 02 08:22:55 2025,error,[client 192.168.1.220] Directory index forbidden by rule: /var/www/html/config/,E4,dhsfvsdfychzsd
277,Sun Mar 02 08:23:00 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
278,Sun Mar 02 08:23:05 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
279,Sun Mar 02 08:23:10 2025,error,[client 192.168.1.236] Unauthorized access attempt detected: /var/www/html/config/,E4,dhsfvsdfychzsd
280,Sun Mar 02 08:23:15 2025,notice,jk2_init() Found child 1052 in scoreboard slot 8,E1,dhsfvsdfychzsd
281,Sun Mar 02 08:23:20 2025,error,[client 198.51.100.61] Directory index forbidden by rule: /var/www/html/admin/,E4,dhsfvsdfychzsd
282,Sun Mar 02 08:23:25 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
283,Sun Mar 02 08:23:30 2025,error,[client 203.0.113.179] Directory index forbidden by rule: /var/www/html/,E4,dhsfvsdfychzsd
284,Sun Mar 02 08:23:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
285,Sun Mar 02 08:23:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
286,Sun Mar 02 08:23:45 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
287,Sun Mar 02 08:23:50 2025,error,[client 10.0.0.244] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
288,Sun Mar 02 08:23:55 2025,error,[client 192.168.1.213] Directory index forbidden by rule: /var/www/html/,E4,dhsfvsdfychzsd
289,Sun Mar 02 08:24:00 2025,error,[client 203.0.113.86] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
290,Sun Mar 02 08:24:05 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
291,Sun Mar 02 08:24:10 2025,error,[client 10.0.0.118] Unauthorized access attempt detected: /var/www/html/config/,E4,dhsfvsdfychzsd
292,Sun Mar 02 08:24:15 2025,error,[client 198.51.100.168] Unauthorized access attempt detected: /var/www/html/config/,E4,dhsfvsdfychzsd
293,Sun Mar 02 08:24:20 2025,notice,jk2_init() Found child 1053 in scoreboard slot 10,E1,dhsfvsdfychzsd
294,Sun Mar 02 08:24:25 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
295,Sun Mar 02 08:24:30 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
296,Sun Mar 02 08:24:35 2025,notice,jk2_init() Found child 1054 in scoreboard slot 9,E1,dhsfvsdfychzsd
297,Sun Mar 02 08:24:40 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
298,Sun Mar 02 08:24:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
299,Sun Mar 02 08:24:50 2025,notice,jk2_init() Found child 1055 in scoreboard slot 10,E1,dhsfvsdfychzsd
300,Sun Mar 02 08:24:55 2025,error,[client 198.51.100.3] Directory index forbidden by rule: /var/www/html/,E4,dhsfvsdfychzsd
301,Sun Mar 02 08:25:00 2025,notice,jk2_init() Found child 1056 in scoreboard slot 10,E1,dhsfvsdfychzsd
302,Sun Mar 02 08:25:05 2025,error,[client 198.51.100.103] Unauthorized access attempt detected: /var/www/html/config/,E4,dhsfvsdfychzsd
303,Sun Mar 02 08:25:10 2025,error,[client 10.0.0.10] Unauthorized access attempt detected: /var/www/html/private/,E4,dhsfvsdfychzsd
304,Sun Mar 02 08:25:15 2025,error,[client 198.51.100.156] Directory index forbidden by rule: /var/www/html/,E4,dhsfvsdfychzsd
305,Sun Mar 02 08:25:20 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
306,Sun Mar 02 08:25:25 2025,error,[client 192.168.1.248] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
307,Sun Mar 02 08:25:30 2025,notice,jk2_init() Found child 1057 in scoreboard slot 9,E1,dhsfvsdfychzsd
308,Sun Mar 02 08:25:35 2025,notice,jk2_init() Found child 1058 in scoreboard slot 8,E1,dhsfvsdfychzsd
309,Sun Mar 02 08:25:40 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
310,Sun Mar 02 08:25:45 2025,error,[client 203.0.113.46] Unauthorized access attempt detected: /var/www/html/admin/,E4,dhsfvsdfychzsd
311,Sun Mar 02 08:25:50 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
312,Sun Mar 02 08:25:55 2025,notice,jk2_init() Found child 1059 in scoreboard slot 8,E1,dhsfvsdfychzsd
313,Sun Mar 02 08:26:00 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
314,Sun Mar 02 08:26:05 2025,error,[client 192.168.1.129] Directory index forbidden by rule: /var/www/html/config/,E4,dhsfvsdfychzsd
315,Sun Mar 02 08:26:10 2025,notice,jk2_init() Found child 1060 in scoreboard slot 7,E1,dhsfvsdfychzsd
316,Sun Mar 02 08:26:15 2025,notice,jk2_init() Found child 1061 in scoreboard slot 9,E1,dhsfvsdfychzsd
317,Sun Mar 02 08:26:20 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
318,Sun Mar 02 08:26:25 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
319,Sun Mar 02 08:26:30 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
320,Sun Mar 02 08:26:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
321,Sun Mar 02 08:26:40 2025,error,[client 198.51.100.97] Directory index forbidden by rule: /var/www/html/private/,E4,dhsfvsdfychzsd
322,Sun Mar 02 08:26:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
323,Sun Mar 02 08:26:50 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
324,Sun Mar 02 08:26:55 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
325,Sun Mar 02 08:27:00 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
326,Sun Mar 02 08:27:05 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
327,Sun Mar 02 08:27:10 2025,notice,jk2_init() Found child 1062 in scoreboard slot 8,E1,dhsfvsdfychzsd
328,Sun Mar 02 08:27:15 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
329,Sun Mar 02 08:27:20 2025,notice,jk2_init() Found child 1063 in scoreboard slot 7,E1,dhsfvsdfychzsd
330,Sun Mar 02 08:27:25 2025,error,[client 10.0.0.34] Directory index forbidden by rule: /var/www/html/,E4,dhsfvsdfychzsd
331,Sun Mar 02 08:27:30 2025,notice,jk2_init() Found child 1064 in scoreboard slot 6,E1,dhsfvsdfychzsd
332,Sun Mar 02 08:27:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
333,Sun Mar 02 08:27:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
334,Sun Mar 02 08:27:45 2025,notice,jk2_init() Found child 1065 in scoreboard slot 7,E1,dhsfvsdfychzsd
335,Sun Mar 02 08:27:50 2025,notice,jk2_init() Found child 1066 in scoreboard slot 8,E1,dhsfvsdfychzsd
336,Sun Mar 02 08:27:55 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
337,Sun Mar 02 08:28:00 2025,error,[client 172.16.0.11] Directory index forbidden by rule: /var/www/html/private/,E4,dhsfvsdfychzsd
338,Sun Mar 02 08:28:05 2025,notice,jk2_init() Found child 1067 in scoreboard slot 8,E1,dhsfvsdfychzsd
339,Sun Mar 02 08:28:10 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
340,Sun Mar 02 08:28:15 2025,notice,jk2_init() Found child 1068 in scoreboard slot 9,E1,dhsfvsdfychzsd
341,Sun Mar 02 08:28:20 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
342,Sun Mar 02 08:28:25 2025,notice,jk2_init() Found child 1069 in scoreboard slot 10,E1,dhsfvsdfychzsd
343,Sun Mar 02 08:28:30 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
344,Sun Mar 02 08:28:35 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
345,Sun Mar 02 08:28:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
346,Sun Mar 02 08:28:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
347,Sun Mar 02 08:28:50 2025,error,[client 198.51.100.171] Unauthorized access attempt detected: /var/www/html/private/,E4,dhsfvsdfychzsd
348,Sun Mar 02 08:28:55 2025,notice,jk2_init() Found child 1070 in scoreboard slot 8,E1,dhsfvsdfychzsd
349,Sun Mar 02 08:29:00 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
350,Sun Mar 02 08:29:05 2025,notice,jk2_init() Found child 1071 in scoreboard slot 7,E1,dhsfvsdfychzsd
351,Sun Mar 02 08:29:10 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
352,Sun Mar 02 08:29:15 2025,error,[client 10.0.0.108] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
353,Sun Mar 02 08:29:20 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
354,Sun Mar 02 08:29:25 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
355,Sun Mar 02 08:29:30 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
356,Sun Mar 02 08:29:35 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
357,Sun Mar 02 08:29:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
358,Sun Mar 02 08:29:45 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
359,Sun Mar 02 08:29:50 2025,notice,jk2_init() Found child 1072 in scoreboard slot 6,E1,dhsfvsdfychzsd
360,Sun Mar 02 08:29:55 2025,error,[client 172.16.0.85] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
361,Sun Mar 02 08:30:00 2025,error,[client 192.168.1.255] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
362,Sun Mar 02 08:30:05 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
363,Sun Mar 02 08:30:10 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
364,Sun Mar 02 08:30:15 2025,error,[client 10.0.0.254] Directory index forbidden by rule: /var/www/html/private/,E4,dhsfvsdfychzsd
365,Sun Mar 02 08:30:20 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
366,Sun Mar 02 08:30:25 2025,error,[client 10.0.0.182] Unauthorized access attempt detected: /var/www/html/config/,E4,dhsfvsdfychzsd
367,Sun Mar 02 08:30:30 2025,error,[client 10.0.0.48] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
368,Sun Mar 02 08:30:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
369,Sun Mar 02 08:30:40 2025,error,[client 198.51.100.89] Unauthorized access attempt detected: /var/www/html/admin/,E4,dhsfvsdfychzsd
370,Sun Mar 02 08:30:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
371,Sun Mar 02 08:30:50 2025,notice,jk2_init() Found child 1073 in scoreboard slot 6,E1,dhsfvsdfychzsd
372,Sun Mar 02 08:30:55 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
373,Sun Mar 02 08:31:00 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
374,Sun Mar 02 08:31:05 2025,notice,jk2_init() Found child 1074 in scoreboard slot 9,E1,dhsfvsdfychzsd
375,Sun Mar 02 08:31:10 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
376,Sun Mar 02 08:31:15 2025,error,[client 203.0.113.209] Unauthorized access attempt detected: /var/www/html/private/,E4,dhsfvsdfychzsd
377,Sun Mar 02 08:31:20 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
378,Sun Mar 02 08:31:25 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
379,Sun Mar 02 08:31:30 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
380,Sun Mar 02 08:31:35 2025,notice,jk2_init() Found child 1075 in scoreboard slot 9,E1,dhsfvsdfychzsd
381,Sun Mar 02 08:31:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
382,Sun Mar 02 08:31:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
383,Sun Mar 02 08:31:50 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
384,Sun Mar 02 08:31:55 2025,notice,jk2_init() Found child 1076 in scoreboard slot 8,E1,dhsfvsdfychzsd
385,Sun Mar 02 08:32:00 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
386,Sun Mar 02 08:32:05 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
387,Sun Mar 02 08:32:10 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
388,Sun Mar 02 08:32:15 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
389,Sun Mar 02 08:32:20 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
390,Sun Mar 02 08:32:25 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
391,Sun Mar 02 08:32:30 2025,notice,jk2_init() Found child 1077 in scoreboard slot 9,E1,dhsfvsdfychzsd
392,Sun Mar 02 08:32:35 2025,error,[client 10.0.0.230] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
393,Sun Mar 02 08:32:40 2025,error,[client 203.0.113.67] Unauthorized access attempt detected: /var/www/html/config/,E4,dhsfvsdfychzsd
394,Sun Mar 02 08:32:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
395,Sun Mar 02 08:32:50 2025,error,[client 203.0.113.170] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
396,Sun Mar 02 08:32:55 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
397,Sun Mar 02 08:33:00 2025,error,[client 192.168.1.226] Directory index forbidden by rule: /var/www/html/private/,E4,dhsfvsdfychzsd
398,Sun Mar 02 08:33:05 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
399,Sun Mar 02 08:33:10 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
400,Sun Mar 02 08:33:15 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
401,Sun Mar 02 08:33:20 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
402,Sun Mar 02 08:33:25 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
403,Sun Mar 02 08:33:30 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
404,Sun Mar 02 08:33:35 2025,error,[client 192.168.1.211] Unauthorized access attempt detected: /var/www/html/admin/,E4,dhsfvsdfychzsd
405,Sun Mar 02 08:33:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
406,Sun Mar 02 08:33:45 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
407,Sun Mar 02 08:33:50 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
408,Sun Mar 02 08:33:55 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
409,Sun Mar 02 08:34:00 2025,notice,jk2_init() Found child 1078 in scoreboard slot 10,E1,dhsfvsdfychzsd
410,Sun Mar 02 08:34:05 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
411,Sun Mar 02 08:34:10 2025,notice,jk2_init() Found child 1079 in scoreboard slot 10,E1,dhsfvsdfychzsd
412,Sun Mar 02 08:34:15 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
413,Sun Mar 02 08:34:20 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
414,Sun Mar 02 08:34:25 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
415,Sun Mar 02 08:34:30 2025,error,[client 203.0.113.252] Unauthorized access attempt detected: /var/www/html/admin/,E4,dhsfvsdfychzsd
416,Sun Mar 02 08:34:35 2025,notice,jk2_init() Found child 1080 in scoreboard slot 6,E1,dhsfvsdfychzsd
417,Sun Mar 02 08:34:40 2025,notice,jk2_init() Found child 1081 in scoreboard slot 6,E1,dhsfvsdfychzsd
418,Sun Mar 02 08:34:45 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
419,Sun Mar 02 08:34:50 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
420,Sun Mar 02 08:34:55 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
421,Sun Mar 02 08:35:00 2025,notice,jk2_init() Found child 1082 in scoreboard slot 9,E1,dhsfvsdfychzsd
422,Sun Mar 02 08:35:05 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
423,Sun Mar 02 08:35:10 2025,notice,jk2_init() Found child 1083 in scoreboard slot 8,E1,dhsfvsdfychzsd
424,Sun Mar 02 08:35:15 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
425,Sun Mar 02 08:35:20 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
426,Sun Mar 02 08:35:25 2025,notice,jk2_init() Found child 1084 in scoreboard slot 6,E1,dhsfvsdfychzsd
427,Sun Mar 02 08:35:30 2025,error,[client 203.0.113.232] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
428,Sun Mar 02 08:35:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
429,Sun Mar 02 08:35:40 2025,notice,jk2_init() Found child 1085 in scoreboard slot 9,E1,dhsfvsdfychzsd
430,Sun Mar 02 08:35:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
431,Sun Mar 02 08:35:50 2025,error,[client 172.16.0.120] Unauthorized access attempt detected: /var/www/html/admin/,E4,dhsfvsdfychzsd
432,Sun Mar 02 08:35:55 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
433,Sun Mar 02 08:36:00 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
434,Sun Mar 02 08:36:05 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
435,Sun Mar 02 08:36:10 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
436,Sun Mar 02 08:36:15 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
437,Sun Mar 02 08:36:20 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
438,Sun Mar 02 08:36:25 2025,notice,jk2_init() Found child 1086 in scoreboard slot 10,E1,dhsfvsdfychzsd
