Event ID,IP Address,Timestamp,Method,URL,Status Code,Size,User Agent,Threat Type
221,178.222.23.93,11/Mar/2025:21:30:59,POST,/upload.php,200,859,curl/7.68.0,Web Shell Upload
222,175.235.133.147,11/Mar/2025:13:56:16,POST,/upload.php,200,611,Wget/1.21,Web Shell Upload
223,247.209.94.62,12/Mar/2025:10:37:22,GET,/vulnerable.php?cmd=whoami,200,216,curl/7.68.0,Remote Code Execution
224,71.15.80.213,11/Mar/2025:14:48:58,GET,/../../../../etc/passwd,403,548,Mozilla/5.0,Directory Traversal
225,187.90.161.231,11/Mar/2025:15:58:27,POST,/upload.php,200,1203,Python-urllib/3.8,Web Shell Upload
226,35.246.132.98,11/Mar/2025:18:05:01,GET,/index.php?id=1' OR '1'='1' --,200,446,Python-urllib/3.8,SQL Injection
227,82.193.224.88,12/Mar/2025:02:22:58,GET,/vulnerable.php?cmd=whoami,200,358,Python-urllib/3.8,Remote Code Execution
228,97.18.115.198,11/Mar/2025:16:48:56,POST,/login.php,401,709,curl/7.68.0,Brute Force Attempt
229,172.102.250.107,11/Mar/2025:23:15:52,GET,/search.php?q=<script>alert('XSS')</script>,200,1470,Wget/1.21,XSS Attack
230,30.229.27.164,11/Mar/2025:19:37:14,POST,/login.php,401,786,curl/7.68.0,Brute Force Attempt
231,20.177.136.13,12/Mar/2025:09:01:22,GET,/index.php?id=1' OR '1'='1' --,200,688,curl/7.68.0,SQL Injection
232,106.80.15.240,11/Mar/2025:22:08:17,GET,/vulnerable.php?cmd=whoami,200,1259,Wget/1.21,Remote Code Execution
233,197.91.211.175,12/Mar/2025:08:29:08,POST,/login.php,401,386,Mozilla/5.0,Brute Force Attempt
234,250.43.219.242,12/Mar/2025:04:30:02,POST,/upload.php,200,1095,Python-urllib/3.8,Web Shell Upload
235,100.251.152.31,12/Mar/2025:03:14:41,POST,/upload.php,200,771,Wget/1.21,Web Shell Upload
236,163.116.11.98,11/Mar/2025:17:19:54,GET,/index.php?id=1' OR '1'='1' --,200,559,curl/7.68.0,SQL Injection
237,222.145.205.226,11/Mar/2025:13:01:57,GET,/index.php?id=1' OR '1'='1' --,200,1320,Mozilla/5.0,SQL Injection
238,181.53.26.85,11/Mar/2025:19:22:43,GET,/search.php?q=<script>alert('XSS')</script>,200,1383,curl/7.68.0,XSS Attack
239,245.160.103.171,12/Mar/2025:00:46:28,GET,/vulnerable.php?cmd=whoami,200,1500,Wget/1.21,Remote Code Execution
240,249.165.141.88,12/Mar/2025:00:33:56,GET,/search.php?q=<script>alert('XSS')</script>,200,1497,Mozilla/5.0,XSS Attack
241,161.201.196.223,12/Mar/2025:05:20:08,GET,/../../../../etc/passwd,403,1467,curl/7.68.0,Directory Traversal
242,3.41.245.5,12/Mar/2025:03:02:23,POST,/upload.php,200,1489,Mozilla/5.0,Web Shell Upload
243,229.138.252.155,11/Mar/2025:17:02:11,GET,/../../../../etc/passwd,403,891,Wget/1.21,Directory Traversal
244,47.56.153.54,12/Mar/2025:07:46:46,GET,/index.php?id=1' OR '1'='1' --,200,1368,Wget/1.21,SQL Injection
245,252.89.232.41,12/Mar/2025:04:24:19,POST,/upload.php,200,1023,Mozilla/5.0,Web Shell Upload
246,224.31.138.250,11/Mar/2025:22:44:37,GET,/vulnerable.php?cmd=whoami,200,1045,Mozilla/5.0,Remote Code Execution
247,248.206.159.252,11/Mar/2025:21:27:46,GET,/search.php?q=<script>alert('XSS')</script>,200,1397,Mozilla/5.0,XSS Attack
248,61.146.9.25,12/Mar/2025:02:05:54,GET,/search.php?q=<script>alert('XSS')</script>,200,1326,Mozilla/5.0,XSS Attack
249,182.19.252.36,12/Mar/2025:01:48:23,GET,/../../../../etc/passwd,403,405,Python-urllib/3.8,Directory Traversal
250,55.33.84.157,12/Mar/2025:00:13:13,GET,/index.php?id=1' OR '1'='1' --,200,329,curl/7.68.0,SQL Injection
251,168.86.31.230,11/Mar/2025:21:08:26,POST,/login.php,401,227,curl/7.68.0,Brute Force Attempt
252,24.215.106.27,11/Mar/2025:15:55:11,GET,/vulnerable.php?cmd=whoami,200,751,Mozilla/5.0,Remote Code Execution
253,191.87.111.141,12/Mar/2025:04:50:44,POST,/login.php,401,1015,Python-urllib/3.8,Brute Force Attempt
254,66.140.15.85,11/Mar/2025:23:25:06,GET,/index.php?id=1' OR '1'='1' --,200,1282,curl/7.68.0,SQL Injection
255,45.86.34.112,12/Mar/2025:08:15:45,GET,/../../../../etc/passwd,403,271,curl/7.68.0,Directory Traversal
256,164.253.39.169,11/Mar/2025:14:51:18,POST,/upload.php,200,1389,curl/7.68.0,Web Shell Upload
257,59.228.70.74,12/Mar/2025:02:39:58,POST,/upload.php,200,695,Wget/1.21,Web Shell Upload
258,188.169.107.36,11/Mar/2025:21:53:41,GET,/../../../../etc/passwd,403,1176,Mozilla/5.0,Directory Traversal
259,185.153.130.119,11/Mar/2025:21:28:39,GET,/search.php?q=<script>alert('XSS')</script>,200,1006,Wget/1.21,XSS Attack
260,134.69.139.176,12/Mar/2025:09:19:31,GET,/search.php?q=<script>alert('XSS')</script>,200,591,Python-urllib/3.8,XSS Attack
261,185.151.182.205,12/Mar/2025:09:35:08,GET,/index.php?id=1' OR '1'='1' --,200,1024,Wget/1.21,SQL Injection
262,161.3.236.236,11/Mar/2025:19:09:48,GET,/vulnerable.php?cmd=whoami,200,944,curl/7.68.0,Remote Code Execution
263,249.207.60.248,12/Mar/2025:07:42:09,GET,/search.php?q=<script>alert('XSS')</script>,200,801,Mozilla/5.0,XSS Attack
264,209.178.236.18,11/Mar/2025:16:25:35,GET,/../../../../etc/passwd,403,874,Wget/1.21,Directory Traversal
265,19.236.242.91,11/Mar/2025:14:42:47,POST,/upload.php,200,813,Python-urllib/3.8,Web Shell Upload
266,201.132.24.29,12/Mar/2025:05:18:30,GET,/index.php?id=1' OR '1'='1' --,200,633,Mozilla/5.0,SQL Injection
267,124.165.14.119,11/Mar/2025:18:12:27,GET,/../../../../etc/passwd,403,1286,Wget/1.21,Directory Traversal
268,52.56.54.57,12/Mar/2025:00:32:48,GET,/vulnerable.php?cmd=whoami,200,1098,curl/7.68.0,Remote Code Execution
269,253.233.157.122,12/Mar/2025:10:44:00,GET,/index.php?id=1' OR '1'='1' --,200,328,Python-urllib/3.8,SQL Injection
270,194.234.217.136,12/Mar/2025:03:25:57,GET,/index.php?id=1' OR '1'='1' --,200,719,Python-urllib/3.8,SQL Injection
271,95.1.245.252,12/Mar/2025:11:55:16,GET,/index.php?id=1' OR '1'='1' --,200,211,Wget/1.21,SQL Injection
272,114.10.84.255,11/Mar/2025:14:13:35,GET,/vulnerable.php?cmd=whoami,200,728,Wget/1.21,Remote Code Execution
273,189.229.191.128,12/Mar/2025:09:25:52,POST,/login.php,401,517,Mozilla/5.0,Brute Force Attempt
274,118.223.61.164,12/Mar/2025:09:35:00,GET,/../../../../etc/passwd,403,597,Python-urllib/3.8,Directory Traversal
275,220.202.102.78,12/Mar/2025:10:09:57,GET,/../../../../etc/passwd,403,1268,Mozilla/5.0,Directory Traversal
276,92.45.90.150,12/Mar/2025:08:18:21,POST,/login.php,401,478,Python-urllib/3.8,Brute Force Attempt
277,189.243.45.194,12/Mar/2025:09:13:14,GET,/search.php?q=<script>alert('XSS')</script>,200,1298,Python-urllib/3.8,XSS Attack
278,4.83.21.142,11/Mar/2025:15:40:12,GET,/search.php?q=<script>alert('XSS')</script>,200,300,Wget/1.21,XSS Attack
279,222.239.90.213,11/Mar/2025:12:05:37,POST,/upload.php,200,456,curl/7.68.0,Web Shell Upload
280,131.137.189.184,12/Mar/2025:08:58:33,GET,/index.php?id=1' OR '1'='1' --,200,999,Python-urllib/3.8,SQL Injection
281,27.121.15.249,11/Mar/2025:22:06:21,GET,/search.php?q=<script>alert('XSS')</script>,200,1343,Wget/1.21,XSS Attack
282,91.232.127.125,11/Mar/2025:16:45:50,POST,/upload.php,200,1180,Mozilla/5.0,Web Shell Upload
283,230.71.180.171,12/Mar/2025:01:49:54,GET,/index.php?id=1' OR '1'='1' --,200,502,Python-urllib/3.8,SQL Injection
284,48.211.156.140,12/Mar/2025:02:33:42,POST,/login.php,401,1130,Mozilla/5.0,Brute Force Attempt
285,87.146.147.81,11/Mar/2025:17:52:35,GET,/../../../../etc/passwd,403,1396,Mozilla/5.0,Directory Traversal
286,13.37.185.201,12/Mar/2025:01:00:42,GET,/vulnerable.php?cmd=whoami,200,441,Python-urllib/3.8,Remote Code Execution
287,166.203.224.118,12/Mar/2025:03:00:12,POST,/login.php,401,667,Mozilla/5.0,Brute Force Attempt
288,193.36.180.165,12/Mar/2025:07:59:17,POST,/login.php,401,453,curl/7.68.0,Brute Force Attempt
289,107.15.172.61,12/Mar/2025:10:53:40,POST,/upload.php,200,487,Mozilla/5.0,Web Shell Upload
290,151.243.191.98,12/Mar/2025:01:15:12,GET,/index.php?id=1' OR '1'='1' --,200,458,Wget/1.21,SQL Injection
291,38.238.252.208,11/Mar/2025:17:14:22,GET,/search.php?q=<script>alert('XSS')</script>,200,1190,Python-urllib/3.8,XSS Attack
292,224.217.112.196,11/Mar/2025:23:12:57,GET,/vulnerable.php?cmd=whoami,200,1474,Python-urllib/3.8,Remote Code Execution
293,161.37.163.182,11/Mar/2025:21:48:11,POST,/upload.php,200,290,curl/7.68.0,Web Shell Upload
294,231.164.7.132,11/Mar/2025:12:14:29,GET,/index.php?id=1' OR '1'='1' --,200,400,Wget/1.21,SQL Injection
295,128.207.87.189,11/Mar/2025:22:45:51,GET,/index.php?id=1' OR '1'='1' --,200,480,curl/7.68.0,SQL Injection
296,165.121.112.226,11/Mar/2025:22:19:11,POST,/upload.php,200,263,Wget/1.21,Web Shell Upload
297,61.70.4.44,12/Mar/2025:00:28:33,POST,/login.php,401,944,curl/7.68.0,Brute Force Attempt
298,29.252.177.112,11/Mar/2025:19:45:10,GET,/vulnerable.php?cmd=whoami,200,382,Python-urllib/3.8,Remote Code Execution
299,70.172.173.84,12/Mar/2025:11:03:49,POST,/login.php,401,331,curl/7.68.0,Brute Force Attempt
300,178.40.9.224,12/Mar/2025:11:15:55,GET,/index.php?id=1' OR '1'='1' --,200,1110,curl/7.68.0,SQL Injection
301,35.79.208.160,12/Mar/2025:04:59:59,GET,/index.php?id=1' OR '1'='1' --,200,877,Python-urllib/3.8,SQL Injection
302,83.158.215.80,12/Mar/2025:02:21:26,GET,/../../../../etc/passwd,403,1269,Wget/1.21,Directory Traversal
303,49.255.246.89,11/Mar/2025:21:46:48,POST,/upload.php,200,474,curl/7.68.0,Web Shell Upload
304,137.212.128.163,12/Mar/2025:10:07:58,GET,/vulnerable.php?cmd=whoami,200,1183,Wget/1.21,Remote Code Execution
305,255.99.128.232,11/Mar/2025:20:25:00,GET,/index.php?id=1' OR '1'='1' --,200,909,Python-urllib/3.8,SQL Injection
306,63.152.240.222,12/Mar/2025:05:41:10,GET,/search.php?q=<script>alert('XSS')</script>,200,1286,curl/7.68.0,XSS Attack
307,109.135.206.230,11/Mar/2025:16:14:52,POST,/upload.php,200,595,Mozilla/5.0,Web Shell Upload
308,113.172.86.222,12/Mar/2025:02:35:57,GET,/vulnerable.php?cmd=whoami,200,433,Mozilla/5.0,Remote Code Execution
309,237.168.120.59,11/Mar/2025:18:23:09,GET,/index.php?id=1' OR '1'='1' --,200,817,Mozilla/5.0,SQL Injection
310,202.177.169.212,12/Mar/2025:11:01:21,POST,/upload.php,200,723,Mozilla/5.0,Web Shell Upload
311,125.155.91.49,11/Mar/2025:22:20:39,GET,/index.php?id=1' OR '1'='1' --,200,499,curl/7.68.0,SQL Injection
312,236.125.41.186,11/Mar/2025:13:38:41,GET,/vulnerable.php?cmd=whoami,200,935,Mozilla/5.0,Remote Code Execution
313,1.108.164.175,12/Mar/2025:06:41:19,GET,/vulnerable.php?cmd=whoami,200,219,Mozilla/5.0,Remote Code Execution
314,174.17.236.172,12/Mar/2025:10:20:31,POST,/login.php,401,1346,Mozilla/5.0,Brute Force Attempt
315,118.64.53.235,11/Mar/2025:15:33:43,GET,/../../../../etc/passwd,403,613,curl/7.68.0,Directory Traversal
316,185.241.159.65,11/Mar/2025:17:57:17,POST,/upload.php,200,1344,curl/7.68.0,Web Shell Upload
317,159.235.197.68,12/Mar/2025:05:05:58,GET,/vulnerable.php?cmd=whoami,200,1497,Wget/1.21,Remote Code Execution
318,133.82.65.39,11/Mar/2025:23:10:31,GET,/../../../../etc/passwd,403,1261,Mozilla/5.0,Directory Traversal
319,166.16.236.195,11/Mar/2025:22:22:19,GET,/index.php?id=1' OR '1'='1' --,200,1232,Python-urllib/3.8,SQL Injection
320,151.134.238.153,11/Mar/2025:21:08:49,GET,/vulnerable.php?cmd=whoami,200,1491,Wget/1.21,Remote Code Execution
321,136.126.137.105,12/Mar/2025:03:38:01,POST,/upload.php,200,421,Mozilla/5.0,Web Shell Upload
322,240.174.104.27,12/Mar/2025:07:12:26,GET,/vulnerable.php?cmd=whoami,200,1247,Mozilla/5.0,Remote Code Execution
323,79.83.152.202,11/Mar/2025:22:46:53,POST,/upload.php,200,1368,Mozilla/5.0,Web Shell Upload
324,38.177.180.197,11/Mar/2025:19:54:45,GET,/vulnerable.php?cmd=whoami,200,375,curl/7.68.0,Remote Code Execution
325,206.210.65.129,11/Mar/2025:13:17:53,GET,/search.php?q=<script>alert('XSS')</script>,200,1251,Python-urllib/3.8,XSS Attack
326,67.21.93.239,11/Mar/2025:23:27:38,POST,/upload.php,200,636,Mozilla/5.0,Web Shell Upload
327,151.129.249.251,11/Mar/2025:13:16:20,GET,/vulnerable.php?cmd=whoami,200,1236,Wget/1.21,Remote Code Execution
328,33.185.207.232,12/Mar/2025:03:29:28,GET,/vulnerable.php?cmd=whoami,200,385,curl/7.68.0,Remote Code Execution
329,11.228.237.236,11/Mar/2025:14:37:46,GET,/../../../../etc/passwd,403,590,Python-urllib/3.8,Directory Traversal
330,50.219.247.255,11/Mar/2025:22:03:49,GET,/vulnerable.php?cmd=whoami,200,784,Python-urllib/3.8,Remote Code Execution
331,107.111.250.231,12/Mar/2025:09:36:45,POST,/login.php,401,808,Mozilla/5.0,Brute Force Attempt
332,73.152.46.204,12/Mar/2025:00:00:12,GET,/../../../../etc/passwd,403,1177,curl/7.68.0,Directory Traversal
333,185.45.176.216,11/Mar/2025:14:31:18,GET,/search.php?q=<script>alert('XSS')</script>,200,917,Python-urllib/3.8,XSS Attack
334,219.235.189.183,12/Mar/2025:00:23:30,GET,/vulnerable.php?cmd=whoami,200,290,Wget/1.21,Remote Code Execution
335,183.1.250.74,11/Mar/2025:17:57:57,POST,/login.php,401,682,Python-urllib/3.8,Brute Force Attempt
336,127.119.203.234,11/Mar/2025:21:41:07,GET,/search.php?q=<script>alert('XSS')</script>,200,974,Wget/1.21,XSS Attack
337,11.23.233.99,12/Mar/2025:03:55:19,POST,/upload.php,200,1268,Wget/1.21,Web Shell Upload
338,79.196.142.198,12/Mar/2025:08:47:13,GET,/../../../../etc/passwd,403,1018,curl/7.68.0,Directory Traversal
339,165.71.50.103,12/Mar/2025:07:15:32,GET,/search.php?q=<script>alert('XSS')</script>,200,1386,curl/7.68.0,XSS Attack
340,231.30.201.44,11/Mar/2025:20:10:47,GET,/vulnerable.php?cmd=whoami,200,262,curl/7.68.0,Remote Code Execution
341,160.181.82.72,12/Mar/2025:05:56:00,GET,/index.php?id=1' OR '1'='1' --,200,465,Mozilla/5.0,SQL Injection
342,48.218.105.17,12/Mar/2025:01:45:46,GET,/../../../../etc/passwd,403,553,Mozilla/5.0,Directory Traversal
343,68.23.180.25,12/Mar/2025:01:37:53,POST,/upload.php,200,990,curl/7.68.0,Web Shell Upload
344,115.97.239.194,12/Mar/2025:03:46:46,GET,/index.php?id=1' OR '1'='1' --,200,1319,Python-urllib/3.8,SQL Injection
345,37.242.116.52,12/Mar/2025:02:31:35,GET,/index.php?id=1' OR '1'='1' --,200,1157,curl/7.68.0,SQL Injection
346,65.252.249.115,11/Mar/2025:17:45:47,GET,/search.php?q=<script>alert('XSS')</script>,200,1197,Wget/1.21,XSS Attack
347,91.170.67.11,12/Mar/2025:06:47:02,GET,/vulnerable.php?cmd=whoami,200,917,Wget/1.21,Remote Code Execution
348,122.203.86.116,12/Mar/2025:04:47:54,GET,/vulnerable.php?cmd=whoami,200,1322,curl/7.68.0,Remote Code Execution
349,186.223.56.69,11/Mar/2025:15:10:50,POST,/login.php,401,742,Python-urllib/3.8,Brute Force Attempt
350,77.142.51.97,11/Mar/2025:15:12:07,GET,/index.php?id=1' OR '1'='1' --,200,640,Wget/1.21,SQL Injection
351,31.201.28.32,12/Mar/2025:03:00:56,GET,/search.php?q=<script>alert('XSS')</script>,200,439,Python-urllib/3.8,XSS Attack
352,163.245.202.223,12/Mar/2025:00:06:55,GET,/search.php?q=<script>alert('XSS')</script>,200,377,curl/7.68.0,XSS Attack
353,128.47.222.240,11/Mar/2025:15:02:34,GET,/../../../../etc/passwd,403,632,Python-urllib/3.8,Directory Traversal
354,124.60.74.40,12/Mar/2025:06:25:39,POST,/upload.php,200,1182,Mozilla/5.0,Web Shell Upload
355,202.73.221.203,12/Mar/2025:01:57:08,GET,/../../../../etc/passwd,403,313,curl/7.68.0,Directory Traversal
356,43.113.213.236,12/Mar/2025:01:18:13,GET,/search.php?q=<script>alert('XSS')</script>,200,615,Mozilla/5.0,XSS Attack
357,153.63.155.147,11/Mar/2025:23:04:10,POST,/login.php,401,949,curl/7.68.0,Brute Force Attempt
358,189.252.159.206,12/Mar/2025:03:17:38,GET,/vulnerable.php?cmd=whoami,200,264,Wget/1.21,Remote Code Execution
359,229.61.251.201,12/Mar/2025:00:42:54,GET,/vulnerable.php?cmd=whoami,200,1298,Python-urllib/3.8,Remote Code Execution
360,75.168.142.74,11/Mar/2025:16:47:26,GET,/index.php?id=1' OR '1'='1' --,200,1184,curl/7.68.0,SQL Injection
361,230.139.120.205,12/Mar/2025:06:46:30,GET,/../../../../etc/passwd,403,1483,Python-urllib/3.8,Directory Traversal
362,105.83.181.195,12/Mar/2025:07:25:10,GET,/search.php?q=<script>alert('XSS')</script>,200,785,curl/7.68.0,XSS Attack
363,13.78.222.150,12/Mar/2025:06:19:34,POST,/login.php,401,1109,curl/7.68.0,Brute Force Attempt
364,78.254.150.156,12/Mar/2025:02:15:12,GET,/index.php?id=1' OR '1'='1' --,200,398,Mozilla/5.0,SQL Injection
365,57.174.83.200,12/Mar/2025:08:28:38,POST,/upload.php,200,1391,Wget/1.21,Web Shell Upload
366,185.109.212.218,12/Mar/2025:04:20:37,GET,/../../../../etc/passwd,403,680,curl/7.68.0,Directory Traversal
367,115.110.255.150,12/Mar/2025:01:07:19,GET,/search.php?q=<script>alert('XSS')</script>,200,435,curl/7.68.0,XSS Attack
368,46.191.245.117,11/Mar/2025:18:38:48,GET,/../../../../etc/passwd,403,719,Wget/1.21,Directory Traversal
369,208.177.162.44,12/Mar/2025:11:18:52,GET,/search.php?q=<script>alert('XSS')</script>,200,226,Wget/1.21,XSS Attack
370,218.182.169.219,12/Mar/2025:04:15:06,POST,/login.php,401,516,Wget/1.21,Brute Force Attempt
371,133.48.76.138,11/Mar/2025:13:28:40,GET,/search.php?q=<script>alert('XSS')</script>,200,414,Python-urllib/3.8,XSS Attack
372,124.2.16.153,11/Mar/2025:12:03:16,POST,/upload.php,200,1023,Wget/1.21,Web Shell Upload
373,219.36.219.129,12/Mar/2025:06:11:27,GET,/index.php?id=1' OR '1'='1' --,200,1338,curl/7.68.0,SQL Injection
374,239.211.158.21,11/Mar/2025:18:12:53,GET,/../../../../etc/passwd,403,313,Wget/1.21,Directory Traversal
375,247.111.177.227,11/Mar/2025:22:15:35,GET,/search.php?q=<script>alert('XSS')</script>,200,1274,Wget/1.21,XSS Attack
376,98.224.18.100,11/Mar/2025:15:37:52,GET,/../../../../etc/passwd,403,1151,Mozilla/5.0,Directory Traversal
377,181.29.137.63,11/Mar/2025:18:52:38,POST,/login.php,401,411,Mozilla/5.0,Brute Force Attempt
378,220.121.6.75,12/Mar/2025:06:20:32,POST,/upload.php,200,869,Mozilla/5.0,Web Shell Upload
379,157.154.2.116,12/Mar/2025:00:02:27,GET,/search.php?q=<script>alert('XSS')</script>,200,1048,Wget/1.21,XSS Attack
380,215.36.47.38,12/Mar/2025:04:26:10,GET,/vulnerable.php?cmd=whoami,200,1499,Wget/1.21,Remote Code Execution
381,42.62.174.140,12/Mar/2025:00:17:46,POST,/login.php,401,1162,Wget/1.21,Brute Force Attempt
382,211.155.56.145,11/Mar/2025:15:37:59,POST,/login.php,401,1215,Wget/1.21,Brute Force Attempt
383,52.140.228.238,11/Mar/2025:18:01:30,POST,/login.php,401,479,Wget/1.21,Brute Force Attempt
384,61.53.3.7,11/Mar/2025:15:16:10,GET,/../../../../etc/passwd,403,579,Mozilla/5.0,Directory Traversal
385,146.148.254.218,11/Mar/2025:20:11:01,POST,/login.php,401,1069,Wget/1.21,Brute Force Attempt
386,86.38.164.234,11/Mar/2025:13:17:25,GET,/vulnerable.php?cmd=whoami,200,307,Wget/1.21,Remote Code Execution
387,155.160.152.17,11/Mar/2025:22:11:17,POST,/login.php,401,1019,curl/7.68.0,Brute Force Attempt
388,222.3.223.210,12/Mar/2025:07:40:48,GET,/../../../../etc/passwd,403,334,Python-urllib/3.8,Directory Traversal
389,23.248.72.207,11/Mar/2025:21:12:16,GET,/index.php?id=1' OR '1'='1' --,200,491,Python-urllib/3.8,SQL Injection
390,151.95.73.22,12/Mar/2025:03:41:46,GET,/vulnerable.php?cmd=whoami,200,562,curl/7.68.0,Remote Code Execution
391,140.247.149.141,12/Mar/2025:07:59:31,POST,/upload.php,200,843,curl/7.68.0,Web Shell Upload
392,68.173.112.228,11/Mar/2025:14:50:08,GET,/index.php?id=1' OR '1'='1' --,200,1067,curl/7.68.0,SQL Injection
393,245.136.84.46,11/Mar/2025:19:54:11,POST,/upload.php,200,415,Mozilla/5.0,Web Shell Upload
394,186.140.38.250,12/Mar/2025:04:47:03,GET,/../../../../etc/passwd,403,938,curl/7.68.0,Directory Traversal
395,109.45.79.109,11/Mar/2025:14:47:25,GET,/search.php?q=<script>alert('XSS')</script>,200,336,Wget/1.21,XSS Attack
396,148.143.172.95,11/Mar/2025:12:30:28,GET,/../../../../etc/passwd,403,696,Mozilla/5.0,Directory Traversal
397,56.182.76.23,12/Mar/2025:01:32:44,GET,/search.php?q=<script>alert('XSS')</script>,200,1176,Python-urllib/3.8,XSS Attack
398,90.208.104.141,11/Mar/2025:12:09:20,GET,/index.php?id=1' OR '1'='1' --,200,275,Mozilla/5.0,SQL Injection
399,173.165.125.136,12/Mar/2025:07:52:00,GET,/index.php?id=1' OR '1'='1' --,200,1118,Python-urllib/3.8,SQL Injection
400,141.50.26.153,11/Mar/2025:13:10:51,POST,/login.php,401,669,curl/7.68.0,Brute Force Attempt
401,225.116.134.131,12/Mar/2025:09:16:35,GET,/vulnerable.php?cmd=whoami,200,825,Mozilla/5.0,Remote Code Execution
402,161.18.210.242,12/Mar/2025:09:38:40,POST,/login.php,401,1212,Python-urllib/3.8,Brute Force Attempt
403,189.97.13.247,11/Mar/2025:23:21:59,GET,/search.php?q=<script>alert('XSS')</script>,200,362,Mozilla/5.0,XSS Attack
404,32.181.183.53,12/Mar/2025:05:36:14,GET,/vulnerable.php?cmd=whoami,200,315,curl/7.68.0,Remote Code Execution
405,222.141.235.101,12/Mar/2025:09:49:36,GET,/index.php?id=1' OR '1'='1' --,200,370,curl/7.68.0,SQL Injection
406,200.226.91.19,12/Mar/2025:06:32:04,POST,/upload.php,200,1326,curl/7.68.0,Web Shell Upload
407,178.166.232.210,12/Mar/2025:03:32:04,GET,/vulnerable.php?cmd=whoami,200,1395,Mozilla/5.0,Remote Code Execution
408,43.161.102.109,11/Mar/2025:18:07:35,POST,/upload.php,200,314,curl/7.68.0,Web Shell Upload
409,118.235.138.58,11/Mar/2025:18:38:41,GET,/../../../../etc/passwd,403,282,Python-urllib/3.8,Directory Traversal
410,236.115.229.86,11/Mar/2025:16:25:22,GET,/vulnerable.php?cmd=whoami,200,989,Python-urllib/3.8,Remote Code Execution
411,136.211.153.101,12/Mar/2025:11:19:01,POST,/upload.php,200,396,Python-urllib/3.8,Web Shell Upload
412,142.96.45.228,11/Mar/2025:15:20:07,GET,/search.php?q=<script>alert('XSS')</script>,200,1179,Mozilla/5.0,XSS Attack
413,125.240.59.239,11/Mar/2025:14:04:53,POST,/login.php,401,1427,Wget/1.21,Brute Force Attempt
414,120.138.64.135,11/Mar/2025:22:01:15,POST,/upload.php,200,656,curl/7.68.0,Web Shell Upload
415,36.236.60.180,11/Mar/2025:21:58:38,GET,/search.php?q=<script>alert('XSS')</script>,200,1226,Wget/1.21,XSS Attack
416,42.94.45.226,12/Mar/2025:03:04:06,POST,/upload.php,200,749,Wget/1.21,Web Shell Upload
417,24.25.51.99,12/Mar/2025:10:06:14,GET,/search.php?q=<script>alert('XSS')</script>,200,259,Mozilla/5.0,XSS Attack
418,155.58.189.34,12/Mar/2025:11:15:40,GET,/vulnerable.php?cmd=whoami,200,638,Python-urllib/3.8,Remote Code Execution
419,231.180.250.213,12/Mar/2025:00:43:09,POST,/login.php,401,1167,curl/7.68.0,Brute Force Attempt
420,9.113.80.212,11/Mar/2025:16:34:19,GET,/../../../../etc/passwd,403,548,Wget/1.21,Directory Traversal
421,190.168.190.138,11/Mar/2025:19:54:17,GET,/vulnerable.php?cmd=whoami,200,372,Python-urllib/3.8,Remote Code Execution
422,230.11.212.117,12/Mar/2025:00:36:31,POST,/upload.php,200,937,Wget/1.21,Web Shell Upload
423,180.110.120.186,12/Mar/2025:05:30:14,GET,/../../../../etc/passwd,403,1138,Python-urllib/3.8,Directory Traversal
424,186.208.227.152,11/Mar/2025:21:57:51,GET,/search.php?q=<script>alert('XSS')</script>,200,427,curl/7.68.0,XSS Attack
425,221.60.144.159,12/Mar/2025:11:00:34,GET,/search.php?q=<script>alert('XSS')</script>,200,700,Wget/1.21,XSS Attack
426,41.24.21.233,12/Mar/2025:04:47:39,GET,/vulnerable.php?cmd=whoami,200,1205,Python-urllib/3.8,Remote Code Execution
427,246.51.30.151,11/Mar/2025:18:40:52,GET,/vulnerable.php?cmd=whoami,200,216,Python-urllib/3.8,Remote Code Execution
428,124.156.5.59,11/Mar/2025:16:26:15,GET,/vulnerable.php?cmd=whoami,200,648,Mozilla/5.0,Remote Code Execution
429,126.203.150.170,11/Mar/2025:21:32:53,GET,/index.php?id=1' OR '1'='1' --,200,436,curl/7.68.0,SQL Injection
430,164.99.155.117,12/Mar/2025:05:20:53,POST,/login.php,401,1281,curl/7.68.0,Brute Force Attempt
431,110.175.108.107,12/Mar/2025:03:14:04,POST,/upload.php,200,806,Python-urllib/3.8,Web Shell Upload
432,161.95.101.40,11/Mar/2025:13:41:43,GET,/index.php?id=1' OR '1'='1' --,200,657,Wget/1.21,SQL Injection
433,54.71.44.151,11/Mar/2025:14:46:20,GET,/index.php?id=1' OR '1'='1' --,200,469,Mozilla/5.0,SQL Injection
434,67.248.101.199,12/Mar/2025:02:27:44,GET,/vulnerable.php?cmd=whoami,200,1405,Wget/1.21,Remote Code Execution
435,229.145.99.193,11/Mar/2025:20:16:31,GET,/search.php?q=<script>alert('XSS')</script>,200,1470,curl/7.68.0,XSS Attack
436,141.45.171.253,11/Mar/2025:13:22:09,GET,/index.php?id=1' OR '1'='1' --,200,1452,Mozilla/5.0,SQL Injection
437,94.139.64.75,12/Mar/2025:04:52:00,GET,/vulnerable.php?cmd=whoami,200,1331,curl/7.68.0,Remote Code Execution
438,73.102.70.59,12/Mar/2025:02:54:46,POST,/upload.php,200,728,Mozilla/5.0,Web Shell Upload
